Needs,Feelings,ResponseID,Life_Satisfaction,Plan_graduate_thisyear,Feeling_today,Degree_programm,Faculty
Nothing,,1100,4,Yes,9,masters 2nd year +,aerospace engineering (ae)
The past year have leg tough aspecyly for International Students. I Feel Like We have not leg treated fairly and this has caused a high possibility of delay in our studies. 90 percent of the people I know are not graduating on time. There are many factors that the tu are just not consulting from the point of view of the international students. So Please Reduce the Tuition for International Students and Let Us Stress Less,I am feeling down because I Cannot Cope with having to extend my studies and having to pay extra tuition for the extended time. The International Student Tuition would be too much for me to pay.,1101,0,No,0,masters 2nd year +,"mechanical, maritime, and material engineering (3me)"
High workload without distraction,Little motivation and depressive feelings,1102,5,Nee,4,bachelor jaar 2,luchtvaart- en ruimtevaarttechniek (lr)
,,1103,7,Ja,8,bachelor jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
"- see few friends
 -Weig fellow students
 -Weig social interaction","Pressure/stress for project that must be completed next week and already for the exams of Q4, even though it will take more than two weeks",1104,7,Nee,6,bachelor jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
,,1105,5,Yes,5,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
More real-life interactions with people and to do that more on-campus education needs to be implemented soon.,,1106,4,No,4,bachelor 2nd year,civil engineering and geosciences (ceg)
,,1107,,,,,
Fewer options for losing accumulated stress with hobbies. Increased social fear due to less contact with other people,,1108,5,Nee,6,anders,bouwkunde (bk)
"UB Studying is now partially back, but that would have been possible before I am concerned and the offer is still not very extensive",Not very much motivation to study ...,1109,8,Nee,7,bachelor jaar 2,"techniek, bestuur en management (tbm)"
,Overloaded with Exams Coming Up,1110,7,No,7,masters 2nd year +,civil engineering and geosciences (ceg)
Loneliness / Motivation Problems / Uncertainty / Randomness of Approach subjects in the crisis / Breaking of student days,Stressed by many deadlines this week.,1111,8,Nee,7,masters jaar 1,civiele techniek & geowetenschappen (citg)
"Poor sleep, concentration level drops, giving up is easier","Leave up, effort to stay positive about the things I want to catch up with and studying for the exams is now a bit difficult for me",1112,6,Nee,5,bachelor jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
"As a first year student I will really like to have a clean introduction week Since I Didn't Have the Chance to That The Previous Year! I really because to meet new people, party and have some fun before another exhausting academic year inkins.",The Weather is really nice!,1113,7,No,7,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
"Please try to find other ways to avoid fraud in exams, not just make the exams so hard and add many questions in exams.",,1114,5,Yes,5,masters 1st year,"mechanical, maritime, and material engineering (3me)"
,Feeling a bit down due to lack of thesis progress.,1115,8,No,7,masters 2nd year +,"electrical engineering, mathematic, and computer sciences (eemcs)"
"In my home workroom there is never really rest because of the amount of sound in and around my house, and through single glass it was cold in the winter and now too hot. Due to the coronacrisis there were fewer people to find internship/graduation places at companies, they are now there again, but for me too late. In the end there was a physical graduation agency for me at the faculty, but the first month I had to work from home and that was very tough.","After the weekend, I got new energy to get started, still stressed about graduating",1116,7,Ja,8,masters jaar 2 +,industrieel ontwerpen (io)
Just sitting at home all day had very bad effects on me. I only dreamed about study. Lack of relaxation made me overworked.,Broke,1117,7,Nee,3,masters jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
"Loss of the internet connection, the lack of social contacts, a lower motivation, more intrinsic motivation required by less social control","Good, nice weather, reasonably motivated",1118,8,Ja,7,bachelor jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
all your life happened in a room,"Good, but little motivation to study",1119,6,Nee,7,masters jaar 1,civiele techniek & geowetenschappen (citg)
"The problem that is insoluble is the lack of physical interaction and the screen time that it entails. Personally, I find nothing as tiring as being behind a laptop 8 hours a day, in an environment that is not well arranged for that. This causes mental powers due to the lack of communication with loved ones and physical complaints due to a non -ergonomic attitude.",,1120,8,Nee,6,masters jaar 1,civiele techniek & geowetenschappen (citg)
thank you,,1121,6,No,8,masters 1st year,"technology, policy, and management (tpm)"
Little social contact. Sometimes forget to go outside. Did not enjoy a good relationship with study. Afraid to ask questions because of the lack of contact with fellow students and lecturers. Always have the feeling that you have to study so that relaxation is not relaxing,,1122,5,Nee,8,bachelor jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
,,1123,8,Ja,7,masters jaar 2 +,bouwkunde (bk)
The Tuition Fees Should Be Reduced Duration the Corona Crisis.,I am a bit stressed with my master thesis.,1124,7,Yes,7,masters 2nd year +,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,1125,7,Nee,7,bachelor jaar 1,bouwkunde (bk)
no,I just got one rejection email says that I could not get the project I was dreaming or.,1126,5,No,5,masters 2nd year +,industrial design engineering (ide)
,,1127,8,Yes,7,masters 2nd year +,"mechanical, maritime, and material engineering (3me)"
,It's Much Better Than The Past Few Days,1128,6,Yes,5,bachelor 1st year,architecture and the built environment (a&be)
Reduce the International Tuition Fees For Next Year and Provide More Counselors That We Can Talk To.,,1129,5,No,6,masters 1st year,industrial design engineering (ide)
,,1130,7,Nee,6,masters jaar 1,bouwkunde (bk)
Teachers communication via the online platform can be better. Some teachers did not think along with the fatigue of the whole day behind your screen.,So presentation day a bit stressed.,1131,8,Nee,6,masters jaar 1,bouwkunde (bk)
,,1132,7,Nee,7,bachelor jaar 1,bouwkunde (bk)
I do my thesis at a company and I had a lot of trouble working there because of the online situation,,1133,4,Nee,8,masters jaar 2 +,"electrotechniek, wiskunde & informatica (ewi)"
I Feel the University Should Take Time to Understand The Stress Levels Of Students And Take Necessary Actions to Prevent It.,,1134,2,No,1,masters 2nd year +,civil engineering and geosciences (ceg)
No comment,Mental Health Acting Up,1135,1,No,2,bachelor 3rd year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,1136,8,No,9,bachelor 1st year,applied sciences (as)
N / A,,1137,8,Ja,8,bachelor jaar 4 +,technische natuurwetenschappen (tnw)
Just Want on-campus Education,,1138,6,No,9,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
No daytime activities outside the door and no bond with the university,,1139,5,Nee,3,bachelor jaar 4 +,"electrotechniek, wiskunde & informatica (ewi)"
It would be nice to know that the answers of this questionnaire are being read and not just bee plotted by the scores.,Duration the Thesis It is Difficult to Feel Well Supported or Motivated.,1140,4,No,5,masters 2nd year +,aerospace engineering (ae)
I Don't Know,,1141,5,Yes,8,masters 1st year,applied sciences (as)
I fear that only 'semi' mandatory education (on certain days) can re -establish social academic cohesion. If it is too non -binding or there are too many obstacles then it is very difficult to create this. The creative process of discussion cannot be placed in fixed jobs and will therefore only be able to return in one way. Without this process you can hardly call yourself a pride in engineer.,,1142,4,Nee,6,masters jaar 2 +,luchtvaart- en ruimtevaarttechniek (lr)
,,1143,7,Nee,6,masters jaar 1,bouwkunde (bk)
,,1144,6,No,5,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
Not other than what I filled out in this form!,Low Motivation for Studying for the Exams. Lectures have finished and it is Difficult to Sit at Home and Motivate Yourself to Study. Especiate since there are a lot of deadlines and you feel a bit remote from campus/lecturers which make it diffress when you have questions/stuck on assignments.,1145,4,No,2,masters 1st year,civil engineering and geosciences (ceg)
,,1146,9,Ja,6,bachelor jaar 3,"techniek, bestuur en management (tbm)"
nope,,1147,6,Yes,7,bachelor 3rd year,aerospace engineering (ae)
No this is all!,,1148,8,No,9,masters 1st year,others
I had little motivation through studying at home a lot,The sun shines nicely and have won something. So feel great,1149,6,Nee,8,anders,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
no needs,,1150,6,No,5,masters 2nd year +,civil engineering and geosciences (ceg)
Communicating especially over a longer period only digital is really very tiring. I often have trouble keeping my attention if meetings are longer than 1 or 2 hours,a little tired and stressed,1151,7,Nee,6,masters jaar 1,industrieel ontwerpen (io)
skip,"Have contact again at the TU, that's nice. relatively tired by the rest of the week",1152,7,Nee,7,masters jaar 1,bouwkunde (bk)
,,1153,7,Ja,6,bachelor jaar 3,industrieel ontwerpen (io)
,,1154,,Nee,7,masters jaar 1,civiele techniek & geowetenschappen (citg)
,,1155,2,No,4,masters 2nd year +,aerospace engineering (ae)
Not really,"Gaming, prepping for the exams",1156,8,Yes,8,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
"Due to the lack of contact with fellow students, it is difficult to talk about personal problems and study-related struggles",Feel busy from approaching deadlines but is going well,1157,7,Nee,7,masters jaar 1,"techniek, bestuur en management (tbm)"
"Working together via Zoom is sometimes difficult, certainly to motivate each other",,1158,7,Nee,9,masters jaar 1,"techniek, bestuur en management (tbm)"
no,too much work too little time for relaxation and self,1159,6,No,4,masters 1st year,civil engineering and geosciences (ceg)
,,1160,5,No,7,masters 2nd year +,"mechanical, maritime, and material engineering (3me)"
Difficult to motivate yourself if you can only sit in your room,,1161,7,Nee,8,masters jaar 2 +,technische natuurwetenschappen (tnw)
,,1162,3,Yes,3,masters 2nd year +,industrial design engineering (ide)
"I missed the making together, so it mainly felt that I had to do everything alone",A bit demotivated and tired,1163,6,Nee,6,bachelor jaar 2,technische natuurwetenschappen (tnw)
"Family drama, problems with focusing, product division is very low, I am ignored by my studies on advisers.",,1164,6,Ja,5,bachelor jaar 4 +,"techniek, bestuur en management (tbm)"
,,1165,7,No,8,masters 1st year,industrial design engineering (ide)
Anxiety disorder developed.,,1166,5,Ja,4,masters jaar 2 +,civiele techniek & geowetenschappen (citg)
,,1167,6,Nee,7,masters jaar 1,civiele techniek & geowetenschappen (citg)
"Concentration problems, not being able to ask questions, feels like LR is not fascinating who you are",,1168,6,Ja,5,bachelor jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
no,,1169,7,No,6,masters 1st year,architecture and the built environment (a&be)
Handing in the wrong file with a digital exam was a low point 🙃,,1170,8,Nee,6,masters jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
,,1171,7,Yes,7,bachelor 3rd year,"electrical engineering, mathematic, and computer sciences (eemcs)"
No,I Don't Feel Like Having Much Contact With The Student Community And Faculty Since I Like in Rotterdam,1172,7,No,6,others,others
"My Master is an EU Master, and during Corona Time I only followed courses abroad, so I don't know what it's like here, but I thought the Uni's could outsource a little more money for good equipment for professors so that they have their lessons could give well. By this I mean, for example, a microphone or a tablet to be able to write. It would also have been nice if some sort of deal had been closed with a company that supplies workplace supplies so that students could set up an ergonomic workplace at a discount. Furthermore, I am very satisfied with the rapid tests that we now receive for free. That also makes social life a little more fun.","Yes, I am frustrated because my thesis is not running so well and my Visa appointment has been announced for no reason.",1173,7,Ja,7,masters jaar 2 +,civiele techniek & geowetenschappen (citg)
,Imnot getting the grades I should be getting and seeing my friends getting a better grade in the subjects I Helped them in Just Got the Better of Me Today.,1174,8,No,3,masters 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,stress due to many deadlines on each other,1175,4,Nee,6,masters jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,"Stress, boring iderene outside and I am studying behind the table ... I am not happy with my situation. A lot of pressure next to study.",1176,4,Nee,3,bachelor jaar 2,bouwkunde (bk)
skip,,1177,5,Nee,6,masters jaar 1,bouwkunde (bk)
"I think's nice that you are doing this, but to me I think my well being is relationship to my future job expectations and what I have not achieved or able to do me. Yet, I hope it Helps to Future Students :)",,1178,6,Yes,7,masters 2nd year +,industrial design engineering (ide)
no,Healing,1179,2,No,3,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
Visiting Research Groups for Master Thesis Project Orientation was not really Possible.,"still have to wake up a bit, don't have a clear goal in mind today, so I still feel a bit insecure",1180,7,Nee,7,masters jaar 2 +,technische natuurwetenschappen (tnw)
,,1181,9,Nee,7,bachelor jaar 2,technische natuurwetenschappen (tnw)
"Online education has a bad influence on my study results. Where I achieved most 55/60 out of 60 points for Corona, there are now 40/60","For me, the academic year with online education really takes me too long. This last exam week is by far the most annoying I've had",1182,0,Nee,2,masters jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"The drastic reduction of social contact, both during and outside study hours, has ensured that I have little energy and quickly get exhausted from social contact that I do have now more is allowed again",,1183,4,Ja,5,masters jaar 2 +,industrieel ontwerpen (io)
,,1184,7,Nee,5,masters jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
My supervisors did not know me at all when I studied at home and I didn't. That led to a lot of mass communication. I also miss it very much to study with fellow students who are not necessarily my friends. There are a lot of nice fellow students that I will never speak again,,1185,8,Ja,6,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
I have nothing to add.,Procrastination feels bath.,1186,6,No,4,masters 2nd year +,aerospace engineering (ae)
"Having no study place that the same amount is expected of me while I am doing little at the moment, the stress, and not having no structure",,1187,7,Nee,6,bachelor jaar 2,"techniek, bestuur en management (tbm)"
,,1188,,Nee,5,bachelor jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
- Being unable to get in touch with professors that you are dependent on to be able to graduate. - Graduation date that is moved non stop.,The university keeps canceling and moving my graduation date time and time again and the courage sinks into my shoes and I don't like it anymore so I feel terrible,1189,2,Ja,0,masters jaar 2 +,technische natuurwetenschappen (tnw)
"0 Contact with fellow students. As third -year -olds who still have to follow 2nd -year courses, I often felt uncomfortable to add online to a company of younger -year students. Everything was recorded and that made it easy to skip and leave all the work before the end of the period (completely own fault) but still happened. I firmly believe that weekly test moments that oblige you to go through the material and count (little every time) will have a very good influence on planning and continuing to follow any hybrid form","Stressed for the upcoming exam week, since I have not studied for a long time. I cannot motivate myself and because everything can be looked back, I have postponed a lot of work",1190,6,Nee,4,bachelor jaar 3,"techniek, bestuur en management (tbm)"
"Not being able to watch with other groups, little exercise",Stressed,1191,5,Nee,6,masters jaar 1,industrieel ontwerpen (io)
"After several signals from the news, I want to see for upcoming years of study that the university is doing more about (sexual/sexist) behavior",,1192,7,Nee,7,masters jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
That I have completely lost my motivation for my studies and graduation.,I am quite precipitious today and actually for a few months,1193,4,Nee,6,masters jaar 2 +,technische natuurwetenschappen (tnw)
"Colleges via Zoom works poorly in terms of concentration. Furthermore, projects are difficult to do through Zoom if fellow students are not motivated","Tired, especially through hay fever. I am finished with working at home all day long",1194,6,Nee,7,bachelor jaar 2,industrieel ontwerpen (io)
Studying home is mentally difficult to keep study and private life separate. This makes it often difficult to focus at home,,1195,7,Ja,6,bachelor jaar 3,civiele techniek & geowetenschappen (citg)
That the TU takes the last bit of fun of the students for inexplicable reasons.,"Wanted to go to the construction pub, but it was closed by CVB for completely unexplained reason. That while Corona is getting less and less and the rules are being properly complied with. The TU sews students hard again in the proverbial ass",1196,8,Nee,2,bachelor jaar 3,luchtvaart- en ruimtevaarttechniek (lr)
- A broken camera of my laptop so that I could not turn it on at Zoommeetings. - boredom,,1197,7,Nee,7,masters jaar 1,technische natuurwetenschappen (tnw)
It is very difficult to deal with that others are allowed to meet every week while I am not allowed to. I feel that the well -being of others is more important than my well -being.,Today no lessons and little pressure to get things off.,1198,3,Nee,9,bachelor jaar 2,"electrotechniek, wiskunde & informatica (ewi)"
,,1199,7,Nee,7,bachelor jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
No,,1200,7,Yes,8,masters 2nd year +,aerospace engineering (ae)
,,1201,8,Ja,10,masters jaar 2 +,civiele techniek & geowetenschappen (citg)
Please Provide Quality Training for Online Education Mandatorilly to All Professors.,,1202,5,No,4,masters 1st year,aerospace engineering (ae)
"Concentration problems, felt alone and bleakly, have been demotivated/have had, depressive symptoms, study backlog nevertheless I had already received a BSA delay",Tired,1203,6,Nee,4,bachelor jaar 2,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"As an international, the financial pressure I am under is truly unbearable, I have also my student job at the university, the tuition fees are exorbitant and the economic situation in my home country is really bad so no longer relay on my parents For Support, and I am Already Delayed in My Studies",I have absolutely 0 Motivation Thesis Days and I Cannot Concentrate on Studying No Matter What I Do,1204,1,No,1,masters 2nd year +,civil engineering and geosciences (ceg)
"Loneliness due to lack of contact with fellow students and friends. Also due to a lack of social activities. Lack of qan energy and motivation and concentration due to loneliness and boring life at home. Studying in a student room is not a solution. This succeeds a necky time as an addition input, but only at external locations there is productivity, together with fellow students.",Energy -free and stressed,1205,1,Nee,0,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"Sad because of the situation, want to go to the faculty, not all the time people only see on screen, whole social life upside down, no more rhythm in terms of study and sport, annoying situations with people who take Corona less seriously, or more serious, doubt about 'Risks' that you take to see people","Corona Scare: roommate test positive for self -test, so moderate day",1206,7,Nee,5,masters jaar 2 +,industrieel ontwerpen (io)
No,,1207,9,Nee,8,masters jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
"I was in group projects with all fellow students who still lived with their parents at home and I in Delft, so I could not easily meet them physically.",,1208,7,Nee,7,bachelor jaar 2,"techniek, bestuur en management (tbm)"
No,,1209,4,Nee,7,bachelor jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
,,1210,7,Nee,6,bachelor jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
More Study Spaces on Campus,,1211,2,No,3,masters 2nd year +,aerospace engineering (ae)
,,1212,3,Yes,3,masters 2nd year +,"technology, policy, and management (tpm)"
"Stress, delayed reactions professors, difficult exams, varying understanding and compassion, high workload",,1213,6,Nee,3,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,1214,8,Nee,6,anders,industrieel ontwerpen (io)
,,1215,8,Nee,6,masters jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
"The possibility to talk to a psychologist (I didn't even try it, heard that the waiting time is 8 weeks).
 Better exams - there was so much hassle with online proctoring, too long exams, canceled exams, fraud suspects etc ... Why are students not just trusted? Without that trust you can also simply copy at OP.","Coincidentally some nice things came my way on an internship, so relatively good :)",1216,6,Nee,7,masters jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
Little social contact with fellow students.,,1217,8,Ja,8,bachelor jaar 1,"techniek, bestuur en management (tbm)"
"Seen few people, even if you take exams in large halls.",,1218,8,Nee,8,bachelor jaar 3,technische natuurwetenschappen (tnw)
,,1219,8,No,10,masters 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
skip,"tired, stressed",1220,5,Nee,6,bachelor jaar 2,industrieel ontwerpen (io)
Therapy Sessions should be Almost Mandatory and Provided to Everyone.,Very Sluggish and QUITE DEPRESSED,1221,2,No,1,masters 1st year,architecture and the built environment (a&be)
,,1222,7,Ja,6,masters jaar 2 +,bouwkunde (bk)
no,,1223,8,Yes,9,bachelor 1st year,aerospace engineering (ae)
"Everything has a registration obligation that gives a lot of (unnecessary) stress and microm management. Just walk to the UB, spontaneously agree that I miss the most",,1224,6,Nee,7,masters jaar 2 +,luchtvaart- en ruimtevaarttechniek (lr)
,,1225,0,Nee,0,masters jaar 2 +,"electrotechniek, wiskunde & informatica (ewi)"
,,1226,5,Yes,5,masters 1st year,"mechanical, maritime, and material engineering (3me)"
,Nothing much separate from the fact that I have two resit exams which I have to clear in order to get my master's,1227,7,Yes,5,masters 2nd year +,"electrical engineering, mathematic, and computer sciences (eemcs)"
"Since March 2020 I have been on campus for 4 hours, I have practically no contact with fellow students. This is very bad for my motivation, because I see no reason for which I am still doing it",,1228,6,Nee,5,bachelor jaar 4 +,luchtvaart- en ruimtevaarttechniek (lr)
,,1229,6,Yes,6,masters 2nd year +,aerospace engineering (ae)
,,1230,7,Nee,6,masters jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
,,1231,3,Nee,5,bachelor jaar 2,technische natuurwetenschappen (tnw)
There was no TA at the home college,,1232,8,Ja,8,bachelor jaar 1,technische natuurwetenschappen (tnw)
no,,1233,7,No,6,masters 1st year,architecture and the built environment (a&be)
"As mentioned earlier, working and relaxing in the same place is extremely difficult, because with one activity you constantly think of the other. In addition, a huge lack of being outside and sport has been a damper for the physical condition, which in turn handed out a blow to my mental health. Moreover, being unable to see the friends and family that I care has been very difficult, especially because those social contacts for my mental condition are normally very good. That they were missing in the last year and a half made everything much more difficult","Today I finished MA2. Because I worked well with my group in recent weeks, we have achieved good grades and today we will be comfortable for the deadline with the report. This gives a lot of peace and positive energy to put the last dots on the i and then enjoy the weekend",1234,7,Nee,8,bachelor jaar 2,bouwkunde (bk)
- Little motivation because you are at home all the time,,1235,7,Nee,7,bachelor jaar 2,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,1236,4,Yes,5,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,1237,4,Ja,4,bachelor jaar 1,"techniek, bestuur en management (tbm)"
no,,1238,6,Nee,6,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,"Engine Noise is super hard to find, so life is hard",1239,9,Yes,7,bachelor 3rd year,aerospace engineering (ae)
Nothing That Hasn't Been Mentioned In The Previous Answers,,1240,6,No,9,masters 1st year,aerospace engineering (ae)
,,1241,,Ja,,bachelor jaar 4 +,technische natuurwetenschappen (tnw)
"I miss the possibility of discussing how the college was, and for group work to talk together, I miss a lot. In my opinion, studying is more than just the content of courses, but not now.","Productive, but a little gloomy",1242,5,Nee,5,masters jaar 1,"techniek, bestuur en management (tbm)"
,"It's okay. Little lost the motivation for Bep and Idi, but they are the last steps.",1243,4,Ja,6,bachelor jaar 3,civiele techniek & geowetenschappen (citg)
"Sitting alone at home. Exercising on X was not possible for a long time, this also made that period very difficult. I think a lot of students are really happy that the gym and outdoor sports can be done again. I know you can study on civil, but it is not obvious that this has been made possible for everyone. A lot of uncertainty about what is possible and what is not. In addition, this is different per faculty is also a bit separate. To organize an event for all students and to get them moving, it would be very nice if, for example, a running competition was organized. Like the campus run, but really together. Exercise outside with 50 people, so an event in 3 or 4 shifts, makes it very nice for 200 people to exercise together and run 5 or 10 kilometers.",It goes well. The nice weather makes graduation on your own a lot harder.,1244,7,Ja,7,masters jaar 2 +,civiele techniek & geowetenschappen (citg)
,,1245,7,No,7,masters 2nd year +,architecture and the built environment (a&be)
Nothing More,,1246,3,Yes,3,masters 2nd year +,industrial design engineering (ide)
I have had no problems. Only it is more difficult to arrange certain things (eg finding an internship).,,1247,8,Nee,8,masters jaar 2 +,technische natuurwetenschappen (tnw)
None.,Stressed,1248,8,Yes,7,bachelor 3rd year,aerospace engineering (ae)
"Loneliness, lack of guidance, depression, a lot of uncertainty and dissatisfaction that I have not been able to give a place","The day started well, but I am in a fairly stressful period at the moment",1249,5,Nee,7,masters jaar 1,technische natuurwetenschappen (tnw)
There is Nothing Else At The Moment,,1250,7,No,6,masters 1st year,industrial design engineering (ide)
My points are all included in the previous answers of this survey. My main message: study itself - Excellent! Studying - Looking up the physical & mental limit!,,1251,8,Nee,4,bachelor jaar 2,technische natuurwetenschappen (tnw)
,,1252,,Ja,,bachelor jaar 1,bouwkunde (bk)
I have none,"I would love to move out, but I am terrified to do so for some reason",1253,8,Yes,9,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
Teachers hard to reach,,1254,5,Ja,3,masters jaar 2 +,"techniek, bestuur en management (tbm)"
Depressive episodes,"Great, today is a better day. I'm going to the beach like this :)",1255,7,Nee,7,masters jaar 1,"techniek, bestuur en management (tbm)"
,,1256,,Nee,7,bachelor jaar 2,civiele techniek & geowetenschappen (citg)
,,1257,5,Nee,6,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,1258,,Nee,5,bachelor jaar 2,industrieel ontwerpen (io)
Concentration of problems and uncertainty about schedule/timetable. The Lockdown also caused a lot of gloom complaints for me.,The weather is nice and I have a clear schedule so it's fine,1259,5,Nee,6,bachelor jaar 2,technische natuurwetenschappen (tnw)
"All will be fine, the end is good in sight",Pretty cold and hence pretty tired,1260,3,Nee,4,bachelor jaar 3,civiele techniek & geowetenschappen (citg)
It Doesn't Feel Like My Voice Is Heard In The Aerospace Faculty,,1261,8,No,7,masters 1st year,aerospace engineering (ae)
,,1262,,Nee,,bachelor jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"Few things that gave me energy, while I needed more energy to study, because of the great responsibility that the online study entails. It feels like more of you is being asked, while the circumstances make it difficult enough for you.",,1263,7,Nee,6,bachelor jaar 4 +,"electrotechniek, wiskunde & informatica (ewi)"
,,1264,7,Nee,6,bachelor jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,1265,,,,,
It was very difficult that we could not go to the TU and had to leave the student atmosphere.,,1266,8,Ja,7,anders,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,1267,3,Yes,3,masters 2nd year +,aerospace engineering (ae)
"It would be great if there was some child of check on courses that have low passing rates, Maybe Something's Wrong with the way they are Being Taught.",Disappointed with My Unproductivity,1268,8,Yes,3,bachelor 3rd year,"electrical engineering, mathematic, and computer sciences (eemcs)"
"Getting distracted during lectures, some lectures are not given live so you can't ask questions, don't find it necessary to take a shower or have breakfast for a lecture, which means I am not really awake, a waiting time of 11 weeks at the student psychologist, so you never have on time You can learn to manage stress, my sport couldn't go on so I tried many things (jogging, yoga, rugby, etc.) but nothing more than 3 times because I just didn't like it and therefore not exercise",Not productive but also not depressed or something,1269,7,Nee,6,bachelor jaar 2,technische natuurwetenschappen (tnw)
"Live lectures often had little added value, sometimes recorded videos had helped better",,1270,6,Nee,6,bachelor jaar 2,"techniek, bestuur en management (tbm)"
,,1271,,Nee,7,masters jaar 1,technische natuurwetenschappen (tnw)
- The ProCtoring at Probability & Statistics felt unnecessary,,1272,7,Ja,7,bachelor jaar 3,"electrotechniek, wiskunde & informatica (ewi)"
,,1273,,Nee,7,masters jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,1274,7,Nee,8,bachelor jaar 1,"techniek, bestuur en management (tbm)"
not necessarily call it a problem,,1275,7,Nee,8,bachelor jaar 2,bouwkunde (bk)
,,1276,7,No,7,masters 1st year,architecture and the built environment (a&be)
,,1277,,No,6,masters 1st year,"technology, policy, and management (tpm)"
"little social contact, tired eyes through screen, working at home too long,","The motivation has fallen slightly this period, last leads weigh the most of course. I only now notice how tired I am. Certainly from home working now does not help so well with productivity, but today I started well so hence a 7",1278,6,Nee,7,bachelor jaar 1,industrieel ontwerpen (io)
"More understanding from the TU, since it has been very difficult for the students to have to sit at home so much and to have so little prospect.",,1279,6,Nee,7,masters jaar 2 +,bouwkunde (bk)
"Making a good layout for yourself in studying and non-studying is difficult. In addition, the motivation also dropped considerably, I prefer to be outside all day and in motion.",I feel a bit stressed by what I have to do,1280,7,Nee,7,masters jaar 1,bouwkunde (bk)
Missing physical design education,,1281,6,Nee,5,bachelor jaar 3,bouwkunde (bk)
,,1282,7,Nee,7,bachelor jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"By being an international student in recent months I have found it difficult to visit family and friends at home. In addition, the annual schedule of the Academic Year 2021-2022 and more time with friends makes almost impossible for me, so I don't have the impression that my mental situation will greatly improve. I doubt that they want to be more on campus between next year to have a better study experience or to want to be less on campus to be able to spend time with family easier.",I feel like I can't handle the exams at all and I have a lot to do with loneliness and the feeling that that will not improve next year,1283,4,Nee,1,bachelor jaar 2,luchtvaart- en ruimtevaarttechniek (lr)
"Little exercise, lack of concentration.",It's very warm. That makes it difficult to concentrate and stay motivated.,1284,8,Nee,7,masters jaar 1,industrieel ontwerpen (io)
,,1285,8,No,8,masters 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
"Little contact with fellow students, more alone exercising and learning and a boring life.",,1286,5,Nee,8,bachelor jaar 2,"electrotechniek, wiskunde & informatica (ewi)"
